bout_id,state_code,state,start_epoch,end_epoch,start_time_s,end_time_s,dur_s,ach_mean,ach_median,ach_iqr,ach_std,ach_n,ach_trend_mean,ach_trend_median,ach_trend_iqr,ach_trend_std,ach_trend_n,ach_trend_slope_per_min,event_labels_in,n_events_in
1,1,NREM,1,1,0,1,1,-28.06065,-18.70712,70.15771,41.93555,10,11.59881,11.59879,0.05845642,0.03539737,10,-7.135843,,0
2,0,WAKE,4,2,3,2,-1,22.36711,22.36711,0,0,1,11.30239,11.30239,0,0,1,NaN,,0
3,1,NREM,6,4,5,4,-1,19.79943,19.79943,0,0,1,11.07242,11.07242,0,0,1,NaN,,0
4,0,WAKE,15,6,14,6,-8,10.80947,10.80947,0,0,1,10.04626,10.04626,0,0,1,NaN,,0
5,1,NREM,16,7,15,7,-8,10.57368,10.57368,0,0,1,9.938098,9.938098,0,0,1,NaN,,0
6,0,WAKE,21,8,20,8,-12,11.29736,11.29736,0,0,1,9.39727,9.39727,0,0,1,NaN,,0
7,1,NREM,25,9,24,9,-15,10.52627,10.52627,0,0,1,8.975658,8.975658,0,0,1,NaN,,0
8,0,WAKE,55,10,54,10,-44,7.327667,7.327667,0,0,1,6.174269,6.174269,0,0,1,NaN,,0
9,1,NREM,63,11,62,11,-51,3.538315,3.538315,0,0,1,5.554326,5.554326,0,0,1,NaN,,0
10,0,WAKE,90,12,89,12,-77,2.472757,2.472757,0,0,1,5.3552,5.3552,0,0,1,NaN,,0
11,1,NREM,94,13,93,13,-80,7.706657,7.706657,0,0,1,5.4021,5.4021,0,0,1,NaN,,0
12,0,WAKE,109,16,108,16,-92,11.58679,11.58679,0,0,1,5.578298,5.578298,0,0,1,NaN,,0
13,1,NREM,115,17,114,17,-97,8.490269,8.490269,0,0,1,5.720335,5.720335,0,0,1,NaN,,0
14,0,WAKE,134,18,133,18,-115,6.52739,6.52739,0,0,1,6.288564,6.288564,0,0,1,NaN,,0
15,1,NREM,139,19,138,19,-119,6.340859,6.340859,0,0,1,6.398091,6.398091,0,0,1,NaN,,0
16,0,WAKE,166,21,165,21,-144,10.32884,10.32884,0,0,1,6.446102,6.446102,0,0,1,NaN,,0
17,1,NREM,169,22,168,22,-146,10.73888,10.73888,0,0,1,6.346059,6.346059,0,0,1,NaN,,0
18,0,WAKE,179,23,178,23,-155,7.262836,7.262836,0,0,1,5.863523,5.863523,0,0,1,NaN,,0
19,1,NREM,184,25,183,25,-158,8.190251,8.190251,0,0,1,5.593939,5.593939,0,0,1,NaN,,0
20,0,WAKE,192,26,191,26,-165,12.63433,12.63433,0,0,1,5.178113,5.178113,0,0,1,NaN,,0
21,1,NREM,196,27,195,27,-168,12.05741,12.05741,0,0,1,4.930772,4.930772,0,0,1,NaN,,0
22,0,WAKE,222,28,221,28,-193,0.7155503,0.7155503,0,0,1,2.757196,2.757196,0,0,1,NaN,,0
23,1,NREM,243,29,242,29,-213,0.6409758,0.6409758,0,0,1,1.650737,1.650737,0,0,1,NaN,,0
24,0,WAKE,292,30,291,30,-261,-0.4750267,-0.4750267,0,0,1,1.186321,1.186321,0,0,1,NaN,,0
25,1,NREM,293,31,292,31,-261,-0.1426989,-0.1426989,0,0,1,1.168942,1.168942,0,0,1,NaN,,0
26,0,WAKE,308,32,307,32,-275,3.168948,3.168948,0,0,1,0.7316204,0.7316204,0,0,1,NaN,,0
27,1,NREM,310,33,309,33,-276,1.179533,1.179533,0,0,1,0.6644838,0.6644838,0,0,1,NaN,,0
28,0,WAKE,335,34,334,34,-300,-0.9401721,-0.9401721,0,0,1,0.07424251,0.07424251,0,0,1,NaN,,0
29,1,NREM,337,35,336,35,-301,-0.711876,-0.711876,0,0,1,0.02336732,0.02336732,0,0,1,NaN,,0
30,0,WAKE,368,36,367,36,-331,-1.385689,-1.385689,0,0,1,-1.064988,-1.064988,0,0,1,NaN,,0
31,1,NREM,369,37,368,37,-331,-1.155616,-1.155616,0,0,1,-1.091972,-1.091972,0,0,1,NaN,,0
32,0,WAKE,412,38,411,38,-373,-2.445175,-2.445175,0,0,1,-1.766361,-1.766361,0,0,1,NaN,,0
33,1,NREM,413,39,412,39,-373,-2.101282,-2.101282,0,0,1,-1.777806,-1.777806,0,0,1,NaN,,0
34,0,WAKE,443,40,442,40,-402,-2.322765,-2.322765,0,0,1,-1.883755,-1.883755,0,0,1,NaN,,0
35,1,NREM,445,41,444,41,-403,-3.848588,-3.848588,0,0,1,-1.878975,-1.878975,0,0,1,NaN,,0
36,0,WAKE,465,42,464,42,-422,-2.445436,-2.445436,0,0,1,-1.813628,-1.813628,0,0,1,NaN,,0
37,1,NREM,466,43,465,43,-422,-1.879347,-1.879347,0,0,1,-1.808568,-1.808568,0,0,1,NaN,,0
38,0,WAKE,472,44,471,44,-427,-0.4354224,-0.4354224,0,0,1,-1.772226,-1.772226,0,0,1,NaN,,0
39,1,NREM,473,45,472,45,-427,-0.8656759,-0.8656759,0,0,1,-1.765584,-1.765584,0,0,1,NaN,,0
40,0,WAKE,483,46,482,46,-436,-0.2115854,-0.2115854,0,0,1,-1.698007,-1.698007,0,0,1,NaN,,0
41,1,NREM,484,47,483,47,-436,0.1755855,0.1755855,0,0,1,-1.692218,-1.692218,0,0,1,NaN,,0
42,0,WAKE,495,48,494,48,-446,-2.191692,-2.191692,0,0,1,-1.642447,-1.642447,0,0,1,NaN,,0
43,1,NREM,496,49,495,49,-446,-1.678405,-1.678405,0,0,1,-1.638928,-1.638928,0,0,1,NaN,,0
44,0,WAKE,511,50,510,50,-460,-1.766292,-1.766292,0,0,1,-1.583394,-1.583394,0,0,1,NaN,,0
45,1,NREM,690,51,689,51,-638,3.416464,3.416464,0,0,1,4.613821,4.613821,0,0,1,NaN,,0
46,0,WAKE,714,52,713,52,-661,7.640193,7.640193,0,0,1,3.865686,3.865686,0,0,1,NaN,,0
47,1,NREM,716,53,715,53,-662,5.82802,5.82802,0,0,1,3.751861,3.751861,0,0,1,NaN,,0
48,0,WAKE,738,55,737,55,-682,6.136771,6.136771,0,0,1,2.032243,2.032243,0,0,1,NaN,,0
49,1,NREM,739,56,738,56,-682,6.399474,6.399474,0,0,1,1.945877,1.945877,0,0,1,NaN,,0
50,0,WAKE,760,57,759,57,-702,-3.395398,-3.395398,0,0,1,0.1537237,0.1537237,0,0,1,NaN,,0
51,1,NREM,772,58,771,58,-713,-1.759925,-1.759925,0,0,1,-0.6881611,-0.6881611,0,0,1,NaN,,0
52,0,WAKE,792,59,791,59,-732,-2.309598,-2.309598,0,0,1,-1.445879,-1.445879,0,0,1,NaN,,0
53,1,NREM,793,60,792,60,-732,-3.151069,-3.151069,0,0,1,-1.455725,-1.455725,0,0,1,NaN,,0
54,0,WAKE,808,61,807,61,-746,-1.441207,-1.441207,0,0,1,-1.415198,-1.415198,0,0,1,NaN,,0
55,1,NREM,811,63,810,63,-747,-1.105581,-1.105581,0,0,1,-1.388992,-1.388992,0,0,1,NaN,,0
56,0,WAKE,854,64,853,64,-789,1.33921,1.33921,0,0,1,-1.150647,-1.150647,0,0,1,NaN,,0
57,1,NREM,871,65,870,65,-805,-0.06396024,-0.06396024,0,0,1,-1.213542,-1.213542,0,0,1,NaN,,0
58,0,WAKE,889,66,888,66,-822,0.8119272,0.8119272,0,0,1,-1.210119,-1.210119,0,0,1,NaN,,0
59,1,NREM,966,67,965,67,-898,0.07755618,0.07755618,0,0,1,-1.298359,-1.298359,0,0,1,NaN,,0
